Date,open,high,low,close,AdjClose,volume
2020-01-10,69.930000,69.959999,69.120003,69.139999,65.571396,11995600
2020-01-13,69.199997,69.870003,69.110001,69.800003,66.197327,9953900
2020-01-14,69.379997,69.580002,68.889999,69.199997,65.628296,16261000
2020-01-15,69.199997,69.589996,68.889999,69.089996,65.523972,11390300
2020-01-16,69.300003,69.580002,68.800003,68.820000,65.267906,13340300
2020-01-17,68.750000,69.080002,68.290001,68.559998,65.021332,18144100
2020-01-21,68.379997,68.419998,67.510002,67.580002,64.091911,17982600
2020-01-22,67.559998,67.699997,67.000000,67.190002,63.722034,17033100
2020-01-23,66.709999,66.930000,66.050003,66.769997,63.323708,19605900
2020-01-24,66.540001,66.680000,66.040001,66.320000,62.896938,18238600
2020-01-27,65.419998,65.730003,64.699997,64.739998,61.398491,21231000
2020-01-28,65.110001,65.199997,64.629997,64.650002,61.313137,19664700
2020-01-29,65.029999,65.129997,63.900002,64.110001,60.801010,14202800
2020-01-30,63.779999,64.879997,63.430000,64.790001,61.445915,18544700
2020-01-31,63.200001,63.200001,61.860001,62.119999,58.913719,34282900
2020-02-03,61.380001,61.419998,60.369999,60.730000,57.595467,27397300
2020-02-04,61.450001,61.910000,59.889999,59.970001,56.874695,31922100
2020-02-05,60.750000,62.930000,60.599998,62.730000,59.492237,32099200
2020-02-06,62.930000,63.009998,61.779999,61.880001,58.686111,16055400
2020-02-07,61.410000,61.660000,61.060001,61.470001,58.297272,15112500
2020-02-10,60.480000,60.520000,59.619999,59.959999,57.681591,20934500
2020-02-11,60.580002,60.889999,60.169998,60.529999,58.229931,14908700
2020-02-12,61.340000,61.529999,60.560001,61.270000,58.941811,17862100
2020-02-13,61.060001,61.419998,60.560001,60.930000,58.614735,16949400
2020-02-14,61.150002,61.160000,60.279999,60.650002,58.345375,10855300
2020-02-18,60.150002,60.389999,59.450001,59.880001,57.604633,18948500
2020-02-19,60.110001,60.619999,59.830002,60.340000,58.047153,12804900
2020-02-20,60.230000,60.540001,59.720001,59.860001,57.585392,14817200
2020-02-21,59.509998,59.509998,58.790001,59.130001,56.883129,20315700
2020-02-24,57.619999,57.799999,56.360001,56.360001,54.218388,32096600
2020-02-25,56.750000,56.750000,53.970001,54.200001,52.140465,36414500
2020-02-26,54.549999,54.820000,52.930000,53.009998,50.995682,29801000
2020-02-27,51.709999,52.439999,49.799999,49.820000,47.926899,48141300
2020-02-28,48.770000,51.439999,48.009998,51.439999,49.485340,62468400
2020-03-02,52.590000,53.889999,51.130001,53.880001,51.832626,38127600
2020-03-03,53.950001,54.150002,50.980000,51.299999,49.350658,50580700
2020-03-04,52.230000,52.480000,51.119999,52.419998,50.428101,24079600
2020-03-05,50.419998,50.700001,49.040001,50.110001,48.205879,40788200
2020-03-06,48.840000,49.009998,47.200001,47.689999,45.877834,55640500
2020-03-09,41.709999,44.570000,40.799999,41.860001,40.269371,72896300
2020-03-10,46.169998,46.259998,41.450001,43.410000,41.760471,60445900
2020-03-11,42.389999,43.480000,41.750000,41.980000,40.384808,51986100
2020-03-12,39.900002,40.650002,37.000000,37.180000,35.767204,65725300
2020-03-13,40.009998,40.139999,35.000000,38.119999,36.671482,79891500
2020-03-16,34.400002,37.880001,33.250000,34.490002,33.179424,48924700
2020-03-17,35.209999,37.380001,34.200001,36.810001,35.411266,41204400
2020-03-18,34.549999,36.709999,31.230000,33.119999,31.861479,54036400
2020-03-19,33.730000,34.900002,32.349998,34.430000,33.121700,49412400
2020-03-20,34.840000,35.180000,31.559999,32.740002,31.495920,76534600
2020-03-23,32.529999,32.700001,30.110001,31.450001,30.254938,56952500
2020-03-24,34.419998,36.169998,33.330002,35.439999,34.093319,61835600
2020-03-25,36.509998,38.590000,35.180000,37.290001,35.873024,56607700
2020-03-26,37.500000,39.560001,36.720001,38.820000,37.344883,46722000
2020-03-27,37.130001,37.680000,36.200001,36.950001,35.545944,51558600
2020-03-30,36.230000,38.150002,35.860001,37.500000,36.075047,45835000
2020-03-31,38.340000,39.450001,37.369999,37.970001,36.527187,41491600
2020-04-01,36.860001,38.700001,36.340000,37.529999,36.103905,36045900
2020-04-02,38.740002,41.959999,37.900002,40.400002,38.864849,62000200
2020-04-03,41.450001,42.180000,38.520000,39.209999,37.720062,48425700
2020-04-06,39.880001,40.830002,39.230000,40.470001,38.932186,41301900
2020-04-07,42.900002,43.320000,41.160000,41.240002,39.672928,48921800
2020-04-08,41.950001,44.040001,41.470001,43.849998,42.183750,33355600
2020-04-09,45.459999,46.709999,41.740002,43.130001,41.491112,60208100
2020-04-13,44.450001,44.689999,41.970001,42.759998,41.135170,29651900
2020-04-14,43.000000,43.750000,41.910000,42.430000,40.817711,30769000
2020-04-15,41.000000,41.060001,39.380001,40.480000,38.941807,33125000
2020-04-16,40.480000,40.480000,38.930000,39.150002,37.662350,30934000
2020-04-17,39.880001,43.320000,39.869999,43.220001,41.577694,40829100
2020-04-20,40.750000,42.740002,40.540001,41.180000,39.615211,39260800
2020-04-21,40.400002,42.130001,39.630001,40.959999,39.403564,44381600
2020-04-22,42.599998,42.930000,41.860001,42.130001,40.529114,27084700
2020-04-23,43.130001,44.660000,42.810001,43.450001,41.798950,35271000
2020-04-24,44.400002,44.889999,43.130001,43.730000,42.068310,28667000
2020-04-27,43.590000,44.320000,42.230000,43.939999,42.270329,28274400
2020-04-28,44.369999,45.389999,44.110001,44.970001,43.261196,26545100
2020-04-29,46.259998,47.599998,46.160000,47.459999,45.656578,29502500
2020-04-30,47.680000,47.680000,45.770000,46.470001,44.704193,37000100
2020-05-01,45.630001,46.389999,43.000000,43.139999,41.500729,35399300
2020-05-04,42.509998,44.939999,42.220001,44.880001,43.174614,27465600
2020-05-05,46.259998,47.150002,44.660000,44.830002,43.126514,29276200
2020-05-06,44.930000,45.270000,43.900002,43.990002,42.318436,22659000
2020-05-07,44.959999,45.270000,43.970001,44.240002,42.558933,22160300
2020-05-08,45.310001,46.220001,44.980000,46.180000,44.425213,19998700
2020-05-11,46.110001,46.200001,45.509998,45.740002,44.001938,22226900
2020-05-12,45.419998,45.669998,44.119999,44.119999,43.266441,25439100
2020-05-13,43.740002,43.869999,41.599998,41.930000,41.118813,30827900
2020-05-14,41.070000,42.549999,40.200001,42.299999,41.481655,24856500
2020-05-15,42.380001,43.009998,41.849998,42.000000,41.187458,22445600
2020-05-18,44.400002,45.580002,44.060001,45.340000,44.462841,32046100
2020-05-19,45.549999,46.630001,43.930000,43.939999,43.089924,21771600
2020-05-20,44.619999,45.580002,44.570000,45.369999,44.492260,19352400
2020-05-21,45.439999,45.790001,44.389999,44.560001,43.697933,19130700
2020-05-22,44.049999,44.669998,43.450001,44.599998,43.737156,15406400
2020-05-26,45.740002,46.299999,45.470001,45.910000,45.021812,20356500
2020-05-27,46.660000,47.139999,45.410000,46.240002,45.345432,20788300
2020-05-28,46.430000,46.459999,44.930000,45.040001,44.168648,19698000
2020-05-29,44.820000,45.689999,44.369999,45.470001,44.590328,25886200
2020-06-01,45.320000,46.450001,44.799999,46.279999,45.384655,19031000
2020-06-02,46.860001,47.450001,46.750000,47.310001,46.394730,22319000
2020-06-03,48.000000,49.400002,47.950001,49.240002,48.287392,23418000
2020-06-04,48.880001,49.150002,48.160000,49.099998,48.150097,18731400
2020-06-05,51.650002,53.450001,51.599998,53.080002,52.053104,41328900
2020-06-08,54.720001,55.360001,53.459999,54.740002,53.680988,33579400
2020-06-09,52.880001,53.970001,52.450001,53.520000,52.484589,27276900
2020-06-10,53.500000,53.500000,50.599998,50.650002,49.670116,31156800
2020-06-11,47.529999,48.840000,46.099998,46.180000,45.286591,39183000
2020-06-12,48.040001,48.619999,45.910000,47.169998,46.257435,30968800
2020-06-15,45.349998,47.759998,44.750000,47.139999,46.228016,27929300
2020-06-16,49.570000,49.750000,47.240002,48.200001,47.267513,26203400
2020-06-17,48.000000,48.130001,46.599998,46.630001,45.727886,19251600
2020-06-18,46.110001,47.330002,45.770000,46.919998,46.012272,21478700
2020-06-19,48.220001,48.259998,45.980000,45.980000,45.090458,48899900
2020-06-22,45.689999,46.439999,45.400002,46.419998,45.521946,17565400
2020-06-23,46.900002,47.220001,46.500000,46.700001,45.796532,18916600
2020-06-24,45.910000,45.959999,44.250000,44.500000,43.639091,27626900
2020-06-25,44.049999,45.240002,43.689999,45.169998,44.296127,19353600
2020-06-26,44.880001,44.939999,43.500000,43.619999,42.776115,31518600
2020-06-29,43.810001,44.580002,43.540001,44.320000,43.462574,17052100
2020-06-30,43.430000,44.970001,43.160000,44.720001,43.854839,22153600
2020-07-01,44.490002,45.380001,43.669998,43.709999,42.864376,17290100
2020-07-02,44.619999,45.189999,43.930000,44.080002,43.227219,18216600
2020-07-06,44.669998,45.080002,43.840000,44.389999,43.531219,22692000
2020-07-07,43.900002,44.000000,43.110001,43.240002,42.403469,17407600
2020-07-08,43.150002,43.930000,42.840000,43.139999,42.305401,18291400
2020-07-09,42.900002,43.099998,41.290001,41.360001,40.559841,25882000
2020-07-10,41.119999,42.709999,41.099998,42.650002,41.824886,18951000
2020-07-13,42.980000,43.290001,42.230000,42.660000,41.834690,20028300
2020-07-14,42.529999,44.189999,42.259998,44.070000,43.217411,21444100
2020-07-15,45.029999,45.090000,44.209999,44.630001,43.766579,17332400
2020-07-16,44.310001,44.810001,43.790001,44.279999,43.423347,14673700
2020-07-17,44.330002,44.689999,43.389999,43.520000,42.678051,17958900
2020-07-20,43.209999,43.509998,42.480000,42.500000,41.677784,18553900
2020-07-21,43.150002,45.189999,43.110001,44.650002,43.786194,28833600
2020-07-22,44.150002,44.150002,43.369999,43.610001,42.766312,21345400
2020-07-23,43.400002,43.820000,43.020000,43.700001,42.854568,17934400
2020-07-24,43.880001,44.419998,43.189999,43.430000,42.589794,16415300
2020-07-27,43.230000,44.090000,42.970001,44.070000,43.217411,18547900
2020-07-28,43.910000,44.250000,43.459999,43.549999,42.707470,19190500
2020-07-29,43.709999,44.090000,43.340000,44.029999,43.178185,14143200
2020-07-30,43.130001,43.180000,41.830002,41.869999,41.059971,29901100
2020-07-31,41.160000,42.169998,40.910000,42.080002,41.265911,32123000
2020-08-03,42.049999,42.500000,41.470001,42.250000,41.432621,23033600
2020-08-04,42.340000,43.599998,42.240002,43.470001,42.629021,17724000
2020-08-05,44.150002,44.310001,43.529999,43.849998,43.001667,17445800
2020-08-06,43.400002,43.900002,43.250000,43.639999,42.795731,14434900
2020-08-07,43.230000,43.520000,42.810001,43.439999,42.599598,18749700
2020-08-10,43.990002,44.599998,43.599998,44.509998,43.648899,24367800
2020-08-11,45.500000,46.419998,44.730000,44.970001,44.100002,28987500
2020-08-12,44.459999,44.939999,43.630001,44.090000,44.090000,22508900
2020-08-13,43.500000,43.869999,42.919998,43.009998,43.009998,17338700
2020-08-14,42.599998,43.279999,42.410000,43.200001,43.200001,13595700
2020-08-17,43.169998,43.169998,42.470001,42.639999,42.639999,15554600
2020-08-18,42.590000,43.189999,42.290001,42.430000,42.430000,13014000
2020-08-19,42.349998,42.660000,41.869999,41.959999,41.959999,14473100
2020-08-20,41.689999,41.889999,41.299999,41.320000,41.320000,15678500
2020-08-21,41.299999,41.340000,40.709999,41.009998,41.009998,25517700
2020-08-24,41.279999,42.509998,41.090000,42.220001,42.220001,18208900
2020-08-25,41.660000,42.070000,40.700001,40.880001,40.880001,31285600
2020-08-26,40.639999,40.840000,40.000000,40.009998,40.009998,26795000
2020-08-27,40.000000,40.299999,39.310001,39.740002,39.740002,32034300
2020-08-28,39.840000,40.919998,39.759998,40.689999,40.689999,33477100
2020-08-31,40.639999,40.720001,39.900002,39.939999,39.939999,25259600
2020-09-01,39.750000,39.750000,39.049999,39.430000,39.430000,22478200
2020-09-02,39.230000,39.720001,38.950001,39.189999,39.189999,26413400
2020-09-03,39.200001,40.029999,38.880001,39.110001,39.110001,28817200
2020-09-04,39.459999,39.790001,38.650002,39.080002,39.080002,24632500
2020-09-08,38.250000,38.680000,37.349998,38.180000,38.180000,38496400
2020-09-09,38.349998,38.840000,37.919998,37.950001,37.950001,25886100
2020-09-10,38.270000,38.369999,36.900002,37.000000,37.000000,34381200
2020-09-11,37.130001,37.310001,36.490002,36.900002,36.900002,26838600
2020-09-14,36.910000,37.009998,36.490002,36.660000,36.660000,26129900
2020-09-15,36.799999,37.380001,36.209999,36.270000,36.270000,23724200
2020-09-16,36.459999,38.150002,36.270000,37.810001,37.810001,30890900
2020-09-17,37.349998,37.980000,36.970001,37.799999,37.799999,24696200
2020-09-18,37.529999,37.820000,36.700001,37.189999,37.189999,46853800
2020-09-21,36.430000,36.709999,35.680000,36.430000,36.430000,35351800
2020-09-22,36.459999,36.840000,35.470001,35.529999,35.529999,27303200
2020-09-23,35.650002,35.790001,34.349998,34.389999,34.389999,31251400
2020-09-24,34.400002,34.820000,33.759998,34.320000,34.320000,26796000
2020-09-25,34.000000,34.939999,33.880001,34.639999,34.639999,23486000
2020-09-28,35.139999,35.900002,35.099998,35.310001,35.310001,23396500
2020-09-29,35.000000,35.110001,33.990002,34.279999,34.279999,20770500
2020-09-30,34.639999,34.919998,34.130001,34.330002,34.330002,22216400
2020-10-01,33.790001,34.099998,32.939999,33.130001,33.130001,36890200
2020-10-02,32.250000,33.349998,32.209999,32.980000,32.980000,32694300
2020-10-05,33.320000,33.750000,33.169998,33.740002,33.740002,22965200
2020-10-06,34.119999,34.419998,33.310001,33.389999,33.389999,26731800
2020-10-07,33.639999,33.740002,33.209999,33.500000,33.500000,23779300
2020-10-08,33.880001,35.340000,33.759998,35.259998,35.259998,34413700
2020-10-09,35.680000,35.950001,34.650002,34.740002,34.740002,29228600
2020-10-12,34.540001,34.730000,34.230000,34.630001,34.630001,17912800
2020-10-13,34.730000,34.869999,34.099998,34.220001,34.220001,20995100
2020-10-14,34.060001,34.830002,34.029999,34.150002,34.150002,17756500
2020-10-15,33.700001,34.459999,33.270000,34.450001,34.450001,23251600
2020-10-16,34.369999,34.639999,33.880001,34.099998,34.099998,22627200
2020-10-19,34.099998,34.369999,33.389999,33.419998,33.419998,23645800
2020-10-20,33.660000,33.930000,33.330002,33.700001,33.700001,23040600
2020-10-21,33.509998,33.619999,33.139999,33.160000,33.160000,28619300
2020-10-22,33.180000,34.959999,33.020000,34.860001,34.860001,31831500
2020-10-23,34.970001,35.080002,33.860001,34.160000,34.160000,27429100
2020-10-26,33.610001,33.770000,32.950001,33.349998,33.349998,30888700
2020-10-27,33.150002,33.200001,32.700001,32.820000,32.820000,27100700
2020-10-28,32.099998,32.380001,31.520000,31.570000,31.570000,42136400
2020-10-29,31.410000,33.130001,31.110001,32.970001,32.970001,38588900
2020-10-30,32.410000,33.139999,32.009998,32.105000,32.105000,21275970
